patient_id,masked_tra_PC1,masked_tra_PC2,masked_tra_PC3,masked_tra_PC4,masked_tra_PC5,masked_tra_PC6,masked_tra_PC7,masked_tra_PC8,masked_tra_PC9,masked_tra_PC10,masked_tra_PC11,masked_tra_PC12,masked_tra_PC13,masked_tra_PC14,masked_tra_PC15,masked_tra_PC16,masked_tra_PC17,masked_tra_PC18,masked_tra_PC19,masked_tra_PC20,masked_tra_PC21,masked_tra_PC22,masked_tra_PC23,masked_tra_PC24,masked_tra_PC25,masked_tra_PC26,masked_tra_PC27,masked_tra_PC28,masked_tra_PC29,masked_tra_PC30,masked_tra_PC31,masked_tra_PC32,masked_tra_PC33,masked_tra_PC34,masked_tra_PC35,masked_tra_PC36,masked_tra_PC37,masked_tra_PC38,masked_tra_PC39,masked_tra_PC40,masked_tra_PC41,masked_tra_PC42,masked_tra_PC43,masked_tra_PC44,masked_tra_PC45,masked_tra_PC46,masked_tra_PC47,masked_tra_PC48,masked_tra_PC49,masked_tra_PC50,masked_tra_PC51,masked_tra_PC52,masked_tra_PC53,masked_tra_PC54,masked_tra_PC55,masked_tra_PC56,masked_tra_PC57,masked_tra_PC58,masked_tra_PC59,masked_tra_PC60,masked_tra_PC61,masked_tra_PC62,masked_tra_PC63,masked_tra_PC64,masked_tra_PC65,masked_tra_PC66,masked_tra_PC67,masked_tra_PC68,masked_tra_PC69,masked_tra_PC70,masked_tra_PC71,masked_tra_PC72,masked_tra_PC73,masked_tra_PC74,masked_tra_PC75,masked_tra_PC76,masked_tra_PC77,masked_tra_PC78,masked_tra_PC79,masked_tra_PC80,masked_tra_PC81,masked_tra_PC82,masked_tra_PC83,masked_tra_PC84,masked_tra_PC85,masked_tra_PC86,masked_tra_PC87,masked_tra_PC88,masked_tra_PC89,masked_tra_PC90,masked_tra_PC91,masked_tra_PC92,masked_tra_PC93,masked_tra_PC94,masked_tra_PC95,masked_tra_PC96,masked_tra_PC97,masked_tra_PC98,masked_tra_PC99,masked_tra_PC100,masked_tra_PC101,masked_tra_PC102,masked_tra_PC103,masked_tra_PC104,masked_tra_PC105,masked_tra_PC106,masked_tra_PC107,masked_tra_PC108,masked_tra_PC109,masked_tra_PC110
OAS1_0119,-0.61467236,0.04377927,0.4940779,-0.22027427,-0.33502585,0.21913068,-0.69689,-0.02515874,0.044857234,-1.0759941,0.44501838,0.31213227,0.2200721,-0.32089105,0.07365592,-0.42941096,-0.074281715,0.45441744,-0.027888807,-0.1231944,0.26126996,-0.1540723,-0.73881125,0.3514526,0.32511762,0.15821165,0.2940702,-0.011062651,0.23616421,0.056509554,-0.024131037,-0.30665487,-0.3546847,-0.1840695,0.44609356,-0.1340243,-0.5336861,0.13260777,-0.37700894,-0.11448191,0.11064559,-0.31134388,0.031341363,-0.35629424,-0.77989477,0.1476396,0.38132456,-0.5503136,0.2721092,-0.5169913,0.08514425,0.035903987,0.37829608,-0.16383132,0.20890975,0.17522289,-0.19539529,0.33958673,0.1756848,-0.17826518,0.099851586,0.22452879,0.016407501,-0.32348454,0.47329217,0.61148626,-0.15024874,-0.07985537,-0.080710456,-0.1406716,-0.16659783,-0.42752612,-0.18795578,0.21593596,0.057532523,0.4122448,-0.57145244,-0.31008628,-0.10177584,-0.25821248,-0.2085202,0.27288455,-0.007223942,0.27406383,0.041706268,0.4958613,0.28300527,0.048607923,0.16642745,0.39797068,0.3036645,0.28110716,-0.5805919,0.37827632,0.08818901,0.28356493,-0.06804637,-0.26844072,-0.014124258,-0.0015985955,-0.081626765,0.13789447,-0.024432652,-0.07326192,0.39911997,-0.115125425,-0.039617777,-0.47774345,-0.0029569983,-0.03249531
OAS1_0120,1.7427009,0.75455046,0.5655368,-0.0054735234,-0.5080377,1.0982449,0.25639942,-0.20160234,0.2879837,0.42272675,0.17105952,-0.639621,-0.33338964,-0.29626504,0.18154089,0.183183,0.05318369,-0.62387604,0.8059643,0.3500205,-0.23642346,-0.12565768,-0.2953316,-0.40753007,-0.20134938,-0.41087395,0.29251963,0.018709287,-0.34948674,0.26472217,-0.12647447,0.3965513,-0.12629427,-0.0789128,-0.1969605,0.0033219825,0.19056432,0.2118671,0.14746992,0.00023854528,0.0704929,0.44278705,-0.8165988,0.012229186,0.028747719,0.1424409,-0.3777003,0.1442489,-0.97097844,0.050101627,0.44585606,-0.8224731,0.39577076,0.2221401,-0.32870042,0.15780562,0.15855111,-0.00091628166,0.30402207,0.08232635,-0.48672605,-0.19675617,-0.3516798,0.28971112,-0.20793469,-0.40600964,0.29429504,-0.078722745,0.5280354,-0.17397486,0.36943313,-0.54747707,0.0027193544,-0.09889702,0.31070766,0.032039955,-0.67842644,0.5789652,-0.43235537,-0.7095235,-0.102761514,0.27169946,-0.4228122,-0.39104998,-0.7332441,0.60683453,-0.7947439,0.0071274186,-0.24005887,0.55672103,-0.12297998,-0.06308301,-0.07792703,-0.2509049,-0.17989868,-0.16344227,-0.14268194,-0.05731385,-0.02461223,-0.034002118,-0.079517625,-0.12843244,-0.19710995,-0.030054433,0.06262287,-0.4173643,0.16949098,-0.44027257,0.23572806,-0.28082457
OAS1_0121,-0.37548944,-0.17280658,-0.43036398,-0.38173246,0.06179319,0.80965304,-0.1491203,-0.59353334,0.45302424,-0.41999453,0.21390517,-0.14542103,-1.0543213,0.52477276,0.45915323,0.6663649,-0.7525805,-0.37207535,0.61035997,0.050006136,0.16900705,-0.08416766,0.02897789,-0.10121238,-0.1768102,0.07738417,-0.33060575,0.5403058,-0.3319451,-0.39378855,-0.5123716,0.46235254,-0.614366,0.30606216,-0.21592739,-0.25666505,-0.24470708,-0.17078474,-0.6849196,-0.4978733,0.2134052,0.83290863,-0.08954462,0.71317464,-0.24544688,0.07871854,0.030506656,-0.54173887,0.07648963,0.41559282,0.64872754,0.1279443,0.59489936,-0.2672022,0.0042993864,0.1996213,0.40500978,0.1881258,-0.24418171,0.00065829535,0.9143293,-0.07798246,0.5638438,-0.20571488,-0.3931123,0.17077869,0.23291819,-0.80671334,0.49763557,-0.4053711,-0.25656915,0.32106808,-0.1078585,0.5616317,-0.04786899,0.38048804,0.38045076,0.1368865,-0.011643161,-0.05839316,-0.439549,-0.6027961,-0.38864228,-0.08422182,-0.15673955,0.21415772,0.19405834,-0.11493658,-0.439609,0.14021656,0.08196461,-0.014557436,0.27249053,0.13077183,0.27797282,0.22616102,0.6108119,0.2123053,0.4218997,-0.017280713,-0.5224942,0.15855286,0.2391294,0.3937703,-0.095146865,0.27507207,-0.031678688,-0.3020494,0.3539751,-0.22758749
OAS1_0122,0.98902977,0.6980714,-0.27324894,-0.022750065,0.18135872,-0.40630722,0.5953137,-0.24742019,0.10892226,0.19332819,0.5691195,0.00069195125,-0.046417948,0.46396038,-0.34156078,-0.117695555,0.3147944,0.04019284,0.01741826,-0.24232136,-0.27912033,-0.5690182,-0.15646473,-0.36624876,1.076236,-0.097168,-0.22130047,0.5676642,0.016971357,-0.3368048,0.03967333,0.434524,-0.41274706,-0.163541,0.7233757,-0.3139111,-0.29518756,-0.15126431,-0.6686354,-0.2553057,-0.4045058,0.16497643,-0.6668369,-0.59207994,0.33189306,-0.43636408,0.23388897,0.57304996,-0.03529752,0.7219732,0.048871092,0.4014792,0.41923434,0.31719938,0.13519041,-0.22216907,0.22756547,0.3724931,0.43786114,-0.5879371,-0.100296,-0.17963728,0.36614478,0.60547596,0.60024476,0.2759338,0.4697544,-0.16488233,0.24100956,-0.549671,-0.1336191,-0.3629677,0.6095005,-0.056775957,0.25789434,-0.20682265,-0.36284456,-0.36318478,0.08830541,-0.11513801,0.11869889,0.65979916,-0.20287426,0.27539295,0.016741341,-0.17872086,-0.13137674,0.13504697,-0.42303115,-0.4568219,-0.28599924,0.039194815,-0.034605175,0.16356184,-0.05697964,-0.62141126,0.20845792,-0.08441722,0.07099892,-0.023028094,0.14179955,0.37602216,0.014917072,-0.007880734,-0.1930315,-0.1069213,-0.5073011,-0.09555782,-0.21777602,0.06499862
OAS1_0123,0.7577758,0.6139975,0.015527953,0.3102156,0.12538801,-0.32554957,-0.45637578,0.0701864,-0.38654277,-0.23512752,0.62279576,0.55597705,0.8495913,-0.04591296,0.013276179,-0.32606852,0.52167475,-0.16385499,-0.16970976,-0.06848364,-0.08341222,-0.08281433,-0.45543045,-0.2367994,-0.12332464,0.15001094,0.6040477,0.42645046,-0.22524954,-0.5168601,-0.38245505,-0.2892977,-0.48805937,0.32983652,-0.43091306,-0.33551034,-0.5469237,0.395936,-0.050597467,-0.5223083,0.6297158,-0.46190685,0.06477035,0.37757427,-0.069927946,0.5565745,0.14673539,-0.1196623,0.67410773,0.6065028,-0.65508235,-0.08800474,-0.13794771,-0.27315027,-0.37061122,0.5599428,0.63059235,-0.5578218,-0.5228764,0.15985453,0.23056611,0.041695397,-0.44452587,-0.18543443,0.050895996,-0.43781227,0.027562419,0.39626235,0.2611357,-0.19095616,-0.3871115,0.27459127,-0.59927213,0.5002247,0.009290406,-0.39575046,-0.033814594,0.39034775,-0.068017416,0.11163884,-0.2758226,0.058629997,-0.021990813,-0.15746146,0.72227305,0.09948933,-0.18902056,-0.08020993,-0.18484822,-0.49834785,-0.19754837,0.2869973,0.821633,0.13181928,0.25994742,0.16547814,-0.1527196,-0.34793192,0.5621145,0.30823925,0.053353135,0.14397772,-0.021861164,0.27657774,-0.08609505,-0.59144753,-0.0016439185,-0.46110073,-0.4770605,-0.41143486
OAS1_0124,2.4285808,-0.96674234,-0.53474224,0.47949684,-1.0632838,0.6841982,0.45224127,0.19287036,-0.15194498,0.8508688,0.4641292,0.21838449,0.68469095,0.27435333,0.6760323,-0.24285576,-0.91909546,0.3083827,0.37090403,0.041341186,0.41858515,-0.82980573,0.23764057,0.42744428,-0.17990495,0.2301038,-0.72285247,-0.047990628,-0.24857056,-0.43886924,-0.057720426,-0.22666764,0.33018222,0.47563753,0.22042964,0.17866357,-0.30377537,-0.8963973,0.8040365,-0.08826173,-0.18966548,0.044294685,-0.29666927,-0.025327232,0.036482055,0.08357578,-0.3801299,0.29747996,-0.6609519,0.51913524,-0.30061984,-0.19967312,-0.33936906,0.1540744,0.20489517,-0.5056269,-0.24022567,-0.3330809,0.65116787,0.35890085,0.64832836,0.64287525,-0.17274676,0.16134465,0.28449783,-0.46440473,-0.49670693,-0.18495123,-0.2045936,-0.24444416,0.60695875,-0.36339304,-0.9462427,-0.022061951,0.20700951,-0.018387934,0.2900735,0.010824324,0.31620893,-0.38373014,0.10831439,-0.040475033,0.43536574,0.15625444,0.03577364,-0.3750168,-0.014918999,-0.05677941,0.21696359,0.3469345,-0.10603029,-0.07924812,0.043383334,0.400803,-0.24859777,0.063075826,-0.3546688,-0.37087443,0.030356545,0.42195746,0.48166713,-0.11676714,0.33718303,0.33716998,-0.052778333,0.84637064,-0.2938367,0.50085354,0.32277378,0.14701799
OAS1_0125,-0.39616662,0.90413624,-0.26211894,0.18673173,0.38249844,0.28379488,-0.12228822,0.44510219,0.015118689,0.086351044,0.80075675,-0.68526524,0.02278886,0.62818235,0.40494883,-0.20136188,0.05332008,0.24830292,-0.79808265,-0.25812942,0.44605938,0.36942297,-0.07457193,0.29538774,-0.35805628,0.15423098,-0.29878798,-0.18942396,0.08383247,0.595989,0.47973806,0.98980427,-0.25345194,-0.25820956,0.37872747,-0.29262173,-0.34003946,0.26861122,0.3085533,0.33156458,-0.6770873,-0.13739537,-0.14976932,-0.5027,0.5490512,-0.12659182,-0.16512743,0.8653454,-0.26255995,0.09566624,0.4412552,0.21902229,-0.21776716,-0.19425988,-0.2319022,0.06733455,-0.44500726,0.9852889,-0.43340546,-0.35346514,0.20258844,0.012282782,0.18299139,-0.042515684,0.41192538,-0.32176924,-0.48618844,0.022066822,-0.44164228,-0.23222595,0.11971287,0.2914868,0.015455998,0.19916998,0.22102648,-0.11455731,0.10681537,0.3236038,0.16755803,-0.14818038,-0.33247906,-0.4199754,0.10225221,-0.1033739,-3.9611466e-05,0.24351594,-0.16129915,0.361897,-0.06497475,-0.20124601,0.35428065,0.080450036,-0.43152016,-0.25626883,-0.27871525,0.036560256,-0.24502997,-0.22487667,0.17325562,-0.2205425,-0.1136196,-0.08010844,-0.36429957,0.34108907,0.1084851,0.08010844,-0.27580014,-0.19847278,0.13955882,-0.2914373
OAS1_0126,-0.98341656,0.42356226,-0.050708912,0.5184306,-0.01091086,-0.49563468,0.013542306,0.09271853,0.07864505,-0.8281851,0.2050288,0.417581,-0.23351881,0.338884,0.0091421185,0.17652945,0.65579236,0.25265017,0.019459913,0.23567365,0.087358825,0.58152205,0.67464,0.29162607,-0.70232224,0.8409917,-0.043701302,0.6837356,0.4567485,-0.00062363845,0.15468483,-0.19600804,0.05661142,-0.12764779,-0.14534959,-0.14064921,0.23167391,-0.3051004,0.44773734,0.52661604,0.08774962,0.04261202,0.0026506854,0.27218527,0.23128727,-0.05984797,-0.005641895,0.2338102,0.2914449,0.24827704,-0.30362085,-0.39120156,-0.19963102,-0.23522933,-0.08658107,0.83973503,0.009029522,-0.13776024,0.047342483,0.30535445,-0.011145384,-0.072569706,0.29665494,-0.17377111,-0.4931031,0.0975959,-0.14212587,0.08215968,0.27592117,-0.060921554,-0.17188099,0.6786616,-0.10852507,0.40887058,-0.02448766,0.2409469,-0.39415592,0.27489674,-0.019619752,0.025617613,-0.13327396,0.17310967,0.4120048,0.78603417,-0.23894857,-0.038657393,-0.3142147,-0.03650383,-0.0739904,0.36582834,0.036895968,0.1534662,-0.072562635,0.55480444,0.077734,0.08829113,0.29838443,-0.9475914,0.03891857,0.06730578,0.26821372,-0.09817198,-0.14105973,0.05106967,0.0028800445,-0.057085674,-0.54425836,-0.21882044,-0.42253202,0.36613497
OAS1_0127,-1.1047784,-0.529691,-0.90098095,0.19302318,-0.6920495,0.1327765,-0.34035492,0.42219278,0.6294295,-0.7538754,-0.45811322,0.19445345,-0.059766974,-0.3774315,-0.6988702,-0.34958464,-0.17277081,-0.07294396,0.41357657,0.3663945,-0.12147298,0.38014963,-0.33124787,0.35137835,0.7914528,-0.1542171,-0.5208538,0.47424224,0.24670945,-0.33594242,0.2740401,0.33196715,-0.43529615,0.47471312,0.39876527,-0.10087983,0.30791765,-0.2005895,0.21854609,-0.1150176,-0.39781064,-0.19333458,0.21576804,0.38518944,0.2928779,-0.4080462,-0.47552085,0.11349708,0.13022552,-0.28048816,-0.26896435,0.14298314,-0.4536536,-0.9624385,-0.18822694,-0.24937344,-0.8081896,-0.39585054,0.13129349,0.33978945,-0.06772993,0.035819955,-0.16062813,-0.20469354,-0.34707275,-0.013114257,-0.20898056,-0.03822702,-0.05942709,0.37070778,-0.08224517,-0.11395598,0.41413397,-0.34493154,-0.08012756,0.42135453,-0.5972963,0.2091226,-0.27551422,-0.35381702,0.7023072,0.2899474,0.10868354,0.009742491,-0.052735757,0.31147817,-0.19104385,-0.055066872,0.03755026,0.24549045,0.0101124225,-0.08976626,-0.4424803,0.46014905,0.12484548,0.11178518,0.20738384,0.32311794,-0.05152845,0.03840298,0.008508936,-0.4302001,-0.019876951,-0.12930693,-0.17389816,0.16914901,-0.2023606,0.17334571,-0.3401746,-0.35350654
OAS1_0129,-1.0319277,-0.068360865,-0.43751994,0.46320683,0.15053101,0.05024224,0.10885308,-0.10951376,0.46143442,-0.08858014,-0.31528595,-0.032677814,-0.49741364,0.13576132,-0.25074264,0.3641775,0.20865434,0.057831343,0.0037002692,-0.120593004,0.3471537,-0.35390833,0.026525589,-0.32497564,0.07635163,-0.014859375,0.16966605,-0.39806035,-0.6197021,0.52477497,-0.1114698,-0.5850657,-0.10370011,0.43163833,0.02726613,-0.5357579,0.48939198,-0.55584574,0.91428137,0.3671613,0.1269319,-0.099377476,0.058425087,0.0580217,0.10510959,0.9357501,-0.26712528,0.22293743,0.1570563,-0.4972844,0.28175187,0.22139356,-0.09265812,0.24745905,-0.12852688,-0.12676199,-0.03743332,0.2200064,-0.32345036,-0.07105449,0.58579737,0.4043086,0.7214664,-0.4571731,0.66446173,-0.4756791,-0.087373815,-0.0766376,0.60548544,-0.21608773,-0.22927517,-0.1305684,0.028958885,-0.39793217,0.18923892,-0.0050897985,0.11992324,0.022339407,-0.027309336,0.017918693,-0.19980131,-0.18548326,0.10886062,-0.0473615,0.27912185,-0.13812481,-0.012585408,0.3372755,0.50429994,0.021813372,-0.24099424,-0.13182653,-0.29903346,0.19107027,0.5051774,-0.56683147,-0.15705086,0.3185611,-0.20386696,-0.10507112,-0.026396906,0.14345032,0.11274719,-0.7381264,0.018693868,-0.53375804,0.055999123,-0.47548953,-0.059237905,-0.05980917
OAS1_0130,-0.09871502,0.28970292,-0.3175768,-1.2308681,0.10595988,0.06412018,0.12230224,-0.8333869,-0.17355083,0.06575831,-0.17360179,-0.81618136,0.07684765,0.3899379,0.021025928,0.59302586,0.47914374,0.025411107,0.16286482,0.47090116,-0.91342074,-0.02197453,0.20950264,-0.057864647,0.54749936,0.5238422,0.24572767,0.1875627,-0.4800319,0.3754166,-0.07510625,0.39893597,0.5668736,-0.28043103,-0.6513158,-0.22604029,-0.58283937,-0.43118435,-0.0077794893,0.29733184,0.30644,-0.7293758,0.11785891,0.12951528,-0.6262711,0.0016960644,-0.19141437,-0.065341674,-0.25556254,0.05381412,-0.09653862,-0.15451577,0.51779765,0.84652555,0.35509682,-0.54379004,-0.49963868,-0.15785955,-0.42548648,0.67615443,-0.27669007,0.044573598,0.17584983,-0.00894453,0.29043907,0.25745904,-0.14019774,0.77392715,-0.11694671,0.63387966,0.024830472,0.2388069,0.030814629,0.13136049,0.25767925,-0.25384316,-0.3534781,0.09017418,0.06614032,0.609378,0.39076787,-0.037974127,-0.083088845,-0.49077532,-0.1693911,0.4568212,-0.1969948,-0.42687097,0.1706913,0.2999074,-0.50461566,-0.1703457,-0.050462876,0.13147648,0.15958802,0.11951915,0.32344258,0.12941831,0.2799065,-0.04804224,-0.31016487,0.1839191,0.034958243,-0.22955962,-0.047879342,-0.23543574,-0.53318894,0.20624383,-0.13629061,0.17728506
OAS1_0131,-1.0074667,0.118252136,0.1413774,0.10959986,0.0015580588,-0.26820105,0.44358075,-0.057495855,0.5545354,-0.101118274,-0.14498433,0.37938026,0.08851216,-0.5001781,0.21843249,-0.05577539,-0.032996107,-0.06672728,-0.32218164,0.056682218,0.37769842,0.046569303,-0.53601915,-0.096891135,-0.33792552,-0.19548203,0.008441329,0.23114045,-0.15014431,-0.42694786,0.28879052,-0.0025850604,-0.2994569,-0.39419615,-0.072048925,0.15773799,-0.076108314,-0.019604165,0.3121197,0.12208992,-0.2923994,0.25207576,0.2932021,-0.3556755,-0.21246544,0.27629304,0.14741053,-0.27137697,0.0007365077,-0.34563455,0.3561146,0.013314924,-0.31675792,-0.2863688,-0.042911366,-0.3490767,-0.45075962,0.2362943,-0.18889286,0.038613867,-0.17273936,0.1258221,-0.11643532,0.4059017,0.010778512,-0.13221176,0.28664646,0.24112184,0.05336485,-0.7666582,0.19840083,0.30555952,0.65834624,-0.21118474,0.39641234,0.535623,0.046772037,-0.2886756,0.13520682,0.07798753,-0.23211662,-0.27916405,0.22716887,0.05221636,-0.31923246,-0.3283375,0.14232619,0.16615674,0.013884744,0.38763404,0.30939373,0.129352,0.0068070716,-0.03507877,-0.15819073,0.16703235,0.0067267525,0.35526565,-0.41395956,-0.2590441,-0.24254182,-0.12725057,-0.24101621,-0.006823917,-0.03221565,-0.77962154,0.510163,0.021127507,0.11187511,0.073612
OAS1_0132,-0.83038753,0.8533118,0.37505928,0.15748455,-0.12927333,0.4938852,0.26165324,0.4385432,0.2552666,0.101998225,0.01951479,-0.9687745,-1.0115949,0.006097598,0.40042508,-0.015422421,-0.09340581,0.058656577,-0.71858084,0.4807663,0.6840467,0.2680909,0.11800767,-0.056962665,-0.202497,0.11270704,0.15685013,-0.1632792,-0.20406164,0.51399916,-0.20919687,0.18853524,0.37658742,0.4779785,-0.10001386,0.52120215,-0.077896595,0.8645079,0.03911127,-0.36217886,-0.28748184,0.16082281,0.42634147,-0.104340084,-0.014222107,0.05502986,0.05221019,-0.13235983,-0.6942884,0.5416228,-0.051273946,0.23474136,-0.015574416,0.04886076,-0.15813036,-0.128945,-0.15809773,-0.23309198,-0.27412647,-0.045519773,0.15991776,0.16182765,-0.3752681,0.11851008,0.21972243,-0.23977369,0.21453387,-0.62724984,0.010149803,0.072285205,0.10270938,-0.16832596,0.17564563,-0.4007994,-0.0432242,0.2702718,-0.22751644,0.4026177,0.17624517,-0.41221756,0.048787173,0.15156306,-0.07592563,-0.14809296,0.17702451,0.06341435,0.21142873,-0.089624345,-0.46256462,-0.17790006,0.2488555,0.14187925,-0.3701414,0.3124604,0.1249604,-0.33399454,0.36649325,-0.13746923,-0.08997799,0.035474494,0.22639044,-0.26855823,-0.09610672,-0.03163954,-0.16222207,-0.32455003,-0.26581067,-0.08373737,0.021037888,0.30128467
OAS1_0133,-1.2565565,-0.7784893,0.45420703,0.36723435,-0.3682934,0.281696,-0.55281615,-0.33230656,0.023222106,0.6291066,0.040400017,0.3812103,-1.0745018,-0.6855903,0.35768557,-0.2719777,0.2577451,-0.043902673,-0.34950155,-0.19249439,-0.08716794,-0.0096484125,-0.20604672,0.16175175,-0.08060091,-0.016269786,-0.23095112,0.10404621,0.4664842,-0.23247534,0.19921646,0.025582878,0.39036646,-0.4370337,-0.33920527,-0.57034236,-0.13386245,0.1659789,0.0708172,-0.27603313,-0.14056619,-0.26488453,-0.10414709,0.21877433,-0.12322248,0.48755068,0.11117987,0.5130803,-0.31166524,-0.35819644,-0.18596074,-0.5376409,0.4827737,-0.6074057,-0.4264347,0.045826934,0.12013153,0.13586582,-0.31451556,-0.13039976,-0.33795866,0.20094346,0.11305131,-0.3510716,0.18819015,0.61383647,0.1726377,0.11144095,-0.08712207,-0.021171713,0.68896466,0.07570281,-0.7390441,0.06010763,0.16409628,0.37153468,-0.2954699,-0.50925434,-0.26094395,0.17954847,0.058286782,0.3264497,0.08252466,-0.28191626,-0.3374987,0.27499172,0.53542674,0.026376076,-0.189233,0.18879524,-0.26408756,0.13253051,0.25510138,0.27156526,0.029014949,-0.27225396,-0.2564603,0.03535912,0.25758737,-0.11617122,-0.15078238,-0.018114818,-0.09428762,0.45817983,0.008801561,-0.014108498,0.041297138,-0.35146502,-0.29418275,-0.24312946
OAS1_0134,1.9445585,-0.63031954,-0.27166343,-0.25884995,-0.091868676,0.9821111,-1.2533565,0.020427648,-0.7934773,-1.1441336,-0.28688917,0.4792407,0.031871054,-0.0029744871,-0.12918732,-0.5365573,0.7705275,-0.47507125,0.010748287,0.21484187,-0.34528252,0.36785415,0.17647424,0.05593219,-0.49043843,0.29320803,0.21268713,-0.3813583,0.22804484,0.15938395,0.3370513,-0.32344258,-0.47510493,-1.0863583,0.3437717,-0.11628922,0.6295045,-0.04504121,0.46539587,0.4019964,-0.63716227,-0.28061146,0.0748633,-0.1032484,-0.16461305,0.0044192076,0.62676126,-0.21342063,-0.17441617,-0.02621954,0.32442522,0.34013212,0.35150552,-0.07064035,-0.18807073,-0.34031838,0.6067807,-0.6550322,0.42160407,-0.18527004,0.056384537,-0.19680743,-0.14397603,0.038438004,0.3895878,0.10868982,-0.15901998,-0.14363742,-0.26205483,-0.40420645,-0.1706609,0.16360158,-0.08688774,-0.010466288,-0.49236,-0.3287647,0.0961382,0.65906763,0.017141987,-0.39115274,-1.0849057,-0.2504518,0.08793433,0.081072494,-0.14835511,0.09843946,-0.044865705,0.04464179,0.35026997,0.1725001,-0.28476784,0.3116225,0.09241263,0.09709598,-0.35070303,0.034747496,0.08500383,-0.25971958,0.068694316,-0.4143865,-0.2907149,0.09327673,-0.16284364,-0.08184446,-0.29844013,0.18946652,0.61984956,0.30385298,-0.21748641,-0.07087661
OAS1_0135,0.05468046,0.46207562,0.1721295,-0.36579296,0.4041633,0.6972794,-0.41422313,-0.53394717,-0.5339283,0.14105956,0.14606678,0.3251977,-0.17926538,-0.5760274,0.19771156,-0.14329083,-0.32775143,-0.083649844,0.015610169,0.10166062,0.27648982,-0.5813514,-0.14679821,0.41434965,-0.8943093,-0.46215987,0.063411824,0.41018322,0.30652767,0.119894326,0.08732515,0.38716254,0.10174858,-0.24273811,0.82870775,-0.18763073,-0.37216386,0.5806066,0.04447302,0.13325179,-0.014568245,-0.297186,0.030068342,-0.36703882,0.33439904,0.18278417,-0.02489199,0.4746529,-0.052857947,0.002965837,0.10096198,0.40902036,-0.38051492,-0.2748833,0.26704258,-0.13012981,0.22708854,0.36072424,0.30219364,0.60835606,-0.54821306,-0.20375979,-0.37367722,0.38268667,-0.7241063,0.14037485,0.100468,-0.46077985,-0.17146567,-0.18439156,0.29919603,-0.45196033,-0.05495037,-0.25572702,0.6554162,-0.4949876,0.5617322,-0.27173793,0.46052763,0.33384177,-0.11766874,-0.14529939,0.5731036,-0.51473325,-0.02843817,0.09820438,0.15669769,0.12977523,0.2540214,0.012722616,0.15062267,0.28519115,-0.23205537,-0.28219938,0.19327854,-0.08655047,-0.73022676,0.08005725,0.07691372,0.14008102,-0.12789755,-0.21499631,-0.21976583,-0.5817474,-0.2967641,0.17806615,0.34047917,0.3885961,0.08059895,0.31334707
OAS1_0136,-1.3754752,-0.3448316,-0.087622896,0.5821535,-0.47427434,0.4330527,-0.05144098,-0.59031564,0.112480715,0.4849026,0.89197844,-0.16741502,-0.14620428,-0.48397857,0.1899288,-0.110078506,-0.08244012,0.1354961,-0.7225534,0.050483976,-0.6840773,0.7191277,-0.18750365,-0.8928002,-0.01002583,0.21922965,0.19251853,0.19682395,0.21611317,-0.3098965,-0.52431196,0.6703636,-0.16406903,-0.05161579,-0.015186936,0.32243302,-0.121859424,-0.55655503,-0.33567843,0.24465153,0.2977825,0.43027446,-0.27698874,0.17782019,-0.83393824,0.11871594,-0.15418935,0.023528678,0.60796934,0.16621527,-0.34580874,-0.3550906,0.060229737,-0.42890862,0.19661805,0.066748574,0.02540945,0.2715025,0.04937825,-0.18495288,-0.2271399,0.23378417,-0.017382244,-0.28918543,0.22551356,0.2901771,-0.3736723,-0.003749168,-0.36778316,-0.001428023,-0.104839355,-0.047270577,-0.32934844,-0.24455673,0.07020325,-0.1381103,-0.21176344,-0.07923513,-0.4750008,-0.2274941,-0.6418644,0.024997396,0.37095806,0.31478208,0.1678599,0.17026798,0.11927987,0.19293842,-0.28764975,-0.21062507,0.11227745,-0.104883276,-0.048495144,0.06352158,-0.170122,0.0161738,-0.0688553,0.23584226,-0.074899256,0.37125048,-0.43273285,0.08765134,-0.025422772,-0.1357887,0.07657039,-0.24217772,0.023304183,0.06820979,-0.35260862,-0.2397056
