patient_id,gfc_tra_PC1,gfc_tra_PC2,gfc_tra_PC3,gfc_tra_PC4,gfc_tra_PC5,gfc_tra_PC6,gfc_tra_PC7,gfc_tra_PC8,gfc_tra_PC9,gfc_tra_PC10,gfc_tra_PC11,gfc_tra_PC12,gfc_tra_PC13,gfc_tra_PC14,gfc_tra_PC15,gfc_tra_PC16,gfc_tra_PC17,gfc_tra_PC18,gfc_tra_PC19,gfc_tra_PC20,gfc_tra_PC21,gfc_tra_PC22,gfc_tra_PC23,gfc_tra_PC24,gfc_tra_PC25,gfc_tra_PC26,gfc_tra_PC27,gfc_tra_PC28,gfc_tra_PC29,gfc_tra_PC30,gfc_tra_PC31,gfc_tra_PC32,gfc_tra_PC33,gfc_tra_PC34,gfc_tra_PC35,gfc_tra_PC36,gfc_tra_PC37,gfc_tra_PC38,gfc_tra_PC39,gfc_tra_PC40,gfc_tra_PC41,gfc_tra_PC42,gfc_tra_PC43,gfc_tra_PC44,gfc_tra_PC45,gfc_tra_PC46,gfc_tra_PC47,gfc_tra_PC48,gfc_tra_PC49,gfc_tra_PC50,gfc_tra_PC51,gfc_tra_PC52,gfc_tra_PC53,gfc_tra_PC54,gfc_tra_PC55,gfc_tra_PC56,gfc_tra_PC57,gfc_tra_PC58,gfc_tra_PC59,gfc_tra_PC60,gfc_tra_PC61,gfc_tra_PC62,gfc_tra_PC63,gfc_tra_PC64,gfc_tra_PC65,gfc_tra_PC66,gfc_tra_PC67,gfc_tra_PC68,gfc_tra_PC69,gfc_tra_PC70,gfc_tra_PC71,gfc_tra_PC72,gfc_tra_PC73,gfc_tra_PC74,gfc_tra_PC75,gfc_tra_PC76,gfc_tra_PC77,gfc_tra_PC78,gfc_tra_PC79,gfc_tra_PC80,gfc_tra_PC81,gfc_tra_PC82,gfc_tra_PC83,gfc_tra_PC84,gfc_tra_PC85,gfc_tra_PC86,gfc_tra_PC87,gfc_tra_PC88,gfc_tra_PC89,gfc_tra_PC90,gfc_tra_PC91,gfc_tra_PC92,gfc_tra_PC93,gfc_tra_PC94,gfc_tra_PC95,gfc_tra_PC96,gfc_tra_PC97,gfc_tra_PC98,gfc_tra_PC99,gfc_tra_PC100,gfc_tra_PC101,gfc_tra_PC102,gfc_tra_PC103,gfc_tra_PC104,gfc_tra_PC105,gfc_tra_PC106,gfc_tra_PC107,gfc_tra_PC108,gfc_tra_PC109,gfc_tra_PC110
OAS1_0134,-2.1400187,-2.2310796,2.833754,2.2533891,0.9475866,-1.2929255,0.72786266,-0.43054467,-1.0144802,-0.42497298,-0.74274725,-0.043670904,-0.20724884,1.1230003,0.5875626,0.0032845486,-0.5148656,0.35348234,-0.6962293,0.09382023,0.11580061,-0.2390859,-0.07195584,-0.2272851,0.7232093,-0.2755435,-0.8657855,-0.0098755015,0.8367509,-0.20351802,0.08709409,0.61514413,-0.2979974,0.26080865,-0.3535201,0.015956204,-0.7110005,-0.8989544,0.124045506,-0.07528077,0.9513409,0.48149845,-0.30581555,-0.1682431,-0.04895855,0.78937304,0.81787044,-0.46351403,0.09045951,-0.46631247,-0.37416404,-0.15027982,0.43529543,-0.36770317,-0.13446708,-0.47207063,0.19589093,-0.34498456,-0.46406034,-0.2959147,-0.36588418,0.11844082,-0.11580561,0.6348929,0.3010121,-0.29774904,-0.37319955,-0.39897037,-0.023609202,0.43536338,-0.27383542,-0.32598454,0.14887173,-0.5822373,-0.13963701,0.15660574,-0.36261037,-0.044850305,0.08183803,-0.35034323,-0.20721276,0.28817388,0.02223601,0.35366607,0.05817462,0.31799257,0.09848987,-0.036367834,-0.16478768,-0.54965156,0.10045463,0.10982342,0.07683483,0.20925619,0.33001205,-0.059935216,0.11034233,0.012787315,0.49916705,-0.09722651,-0.002643734,-0.238184,-0.04443958,0.3032312,-0.34428304,0.8261548,0.16083494,0.04347803,0.055100296,0.37137038
OAS1_0135,0.038104486,0.4586163,-0.47101855,-0.09628059,0.49737114,-0.5786331,-0.51490724,-1.1671782,-0.6619234,-0.19273424,0.80372447,0.5790234,-0.071457066,1.3538693,-0.75918514,0.16493763,-0.59361327,-0.68579775,-0.60849917,0.6276235,0.00094735925,-0.9352597,0.11482903,0.14985491,0.08490627,0.118840195,0.15570773,0.37550122,0.75135994,-0.98694414,-0.048021898,0.59935355,0.24944659,0.318599,-0.13073847,-0.3428595,0.19815892,0.3513018,0.6612771,-0.15454541,-0.4990439,-0.10029431,0.92118734,0.2032118,-0.30297646,0.37198454,0.10054794,-0.3792348,-0.7886252,-0.43503633,0.29074302,0.2397776,-0.3292675,0.38519,-0.073496856,-0.06644215,0.12999454,0.30598056,-0.6295542,-0.42773974,0.1323205,-0.19282559,-0.020134935,-0.13523507,0.28303257,0.35828888,0.06329501,-0.61340797,-0.4122797,-0.6140758,0.1850141,0.47237578,0.7238379,0.28551856,0.26803848,0.20297624,0.30957615,-0.206777,0.06761918,0.3656686,0.61026067,0.1522851,0.09586372,-0.08953513,-0.50844806,0.11691185,0.19536611,-0.18761215,0.22188075,0.1721487,-0.16980973,0.31198835,0.2589061,-0.2675544,0.19618289,0.43247572,-0.1318471,-0.3513437,0.033893276,0.014868799,-0.15077835,0.5885664,-0.055943344,0.12498931,0.19431855,0.031045072,-0.09221182,0.35778,0.08823252,-0.14669304
OAS1_0136,2.2320132,0.031436235,0.8292764,0.4313801,0.09157679,-0.07837122,-0.29505736,-0.21914478,-0.5183273,-1.0392019,0.6000816,-0.64939284,1.2513969,0.13720873,0.14568715,0.25821653,-0.22248894,-0.040962636,0.34683788,-0.2808876,-0.46833134,0.31177896,-0.35264346,1.0266887,-0.027357267,-0.35515288,0.026557676,-0.5490783,-0.39752263,-0.21877795,0.34034577,0.1672485,0.056187566,-0.27228448,-0.8940122,0.27652156,0.01760107,0.35441232,-0.1354347,-0.094321385,0.06179768,0.25638074,-0.036623202,-0.33071047,0.3424533,-0.31463987,-0.08457567,-0.2116212,-0.061164293,-0.06480507,0.25525415,0.43562984,-0.44188505,-0.72327876,-0.025537167,-0.11652524,1.0875812,0.1402053,-0.109102935,0.031237278,0.34946123,-0.017684326,0.3818587,0.04254059,0.40029904,-0.18083389,0.6231798,-0.07765822,0.43353933,0.10421927,-0.22489735,0.20763491,0.3984476,-0.6217777,0.0953481,-0.04879195,-0.10854113,-0.12275447,-0.14929564,0.12632926,0.5448649,0.24977635,-0.528071,0.36404717,0.46383658,0.03216425,-0.21352948,0.059869222,-0.21920747,-0.113069944,0.2642684,-0.24588203,-0.10095963,-0.3309231,0.04662993,0.20660649,0.76828516,-0.11310137,0.21573459,-0.086135425,0.11101299,-0.21529539,-0.12018912,0.10280648,-0.43018413,0.034241732,-0.22430404,0.15505311,-0.1082923,0.3594766
OAS1_0137,-2.1452208,0.6254754,-1.2054,0.8302631,-0.40820464,-0.23657295,0.70165235,0.89452267,-0.20971252,-0.6807692,-1.3676373,-0.25721058,0.4866845,0.12989743,-0.47627476,-0.68047434,-0.33690193,-0.13210618,0.018604403,-0.36132443,-0.38331077,0.0007164172,0.6863414,0.3811681,0.2713067,0.5185413,1.0154907,0.16166607,0.32670024,0.32734552,-0.007723518,0.7865591,-0.6869792,0.24714483,-0.8746818,0.30818543,1.2311115,0.5132548,-0.32459116,-0.01937868,0.11147837,0.09405722,-0.43717384,0.0035920278,0.1966667,0.051789705,0.4986656,-0.5806634,-0.2599098,-0.48449963,0.14907984,0.3252341,0.15042298,0.034823112,0.2726148,-0.32065788,0.12561892,-0.99242216,-0.11870194,-0.059586015,0.27489263,0.39935046,-0.17729402,-0.37765795,0.06461331,0.074723706,0.39565295,0.0050307303,-0.44580328,-0.23271294,-0.7981792,-0.6016434,-0.5598559,-0.067510925,-0.06206383,0.20797698,0.55392975,0.29905868,0.20891534,-0.56352854,0.26668504,0.11191039,-0.5049887,0.43419385,0.16033058,-0.71720624,-0.18607166,0.11878909,-0.14921248,-0.0039284327,-0.22697303,0.2137099,0.17125335,0.47994116,0.16262448,0.28067622,0.15937564,0.1879672,0.04994357,0.32082665,0.1651613,0.08478793,0.40446037,-0.49959025,-0.24269843,-0.34666616,-0.25137326,0.2946457,0.40533426,0.080224365
OAS1_0138,-3.5714898,0.4707,0.025238864,-0.92398655,-0.044488993,0.3112463,0.47004175,0.00819523,0.35952958,0.7131262,2.0255187,-1.3393421,0.63363427,-0.73015505,-0.39812446,-1.2711239,-0.07915144,0.84959507,-0.23704427,-0.45809004,0.9433477,-0.11419743,0.58999014,-0.378324,0.044235956,0.176714,-0.35254166,-0.3783747,-0.79042614,-0.08158104,0.3272446,0.062738195,-0.1126465,0.16971219,-0.27342674,1.1874377,-0.31305996,0.24570411,-0.4008943,-0.026718479,-0.19742781,-0.14973168,0.18315569,0.37861344,0.828695,-0.102101244,-0.1443124,-0.05047664,0.27227125,-0.16394986,-0.047550555,-0.40202522,0.11254117,0.7673378,0.02793386,1.3325602,-0.50223047,-0.42000455,-0.4246977,0.06243271,-0.24457255,0.98694897,-0.42041412,-0.5363399,-0.041564647,0.31296688,-0.017722005,0.33306405,0.626242,-0.16065644,-0.039160695,-0.32618934,0.14736925,-0.1710035,0.22346793,-0.08911237,0.2523983,-0.10525088,-0.038971707,0.29833075,-0.6071845,-0.050745834,-0.4817829,-0.1997658,0.13994448,0.31234556,-0.45092985,0.03264687,-0.12451439,-0.15036704,0.06765001,0.46146184,-0.38855806,-0.4764126,-0.51853263,0.19366454,-0.14364664,-0.06510191,-0.7043591,0.2461528,0.33641106,-0.1496031,-0.25471961,-0.4610094,-0.17873126,-0.2974632,0.0039552753,0.028762115,0.2963296,-0.118479915
OAS1_0139,0.5054208,0.15031204,-0.42339098,0.012477462,-0.5113282,-0.010448653,1.0134656,-0.54526615,0.31264135,-0.038660973,-0.41657695,0.34163922,-0.165693,-0.6198909,-0.452061,0.30560946,-0.3862092,0.88644063,0.44350296,0.55547494,-0.37660658,-0.40784857,-0.080474116,-0.34831896,-0.78367156,-0.40304977,-0.23741712,-1.0227063,0.12864763,0.35812002,0.8535872,-0.20213854,0.5053322,-0.43397036,-1.1240801,-0.6634627,0.36249596,0.5511062,-1.1996335,0.11925529,-0.5265428,0.3404948,-0.5612566,0.11501741,0.12958668,0.6593837,-0.45519835,0.33680713,0.48866555,0.2218662,0.08340918,-0.1438359,0.17351602,-0.08255558,0.5707644,0.012107033,-0.19799012,-0.24392834,0.093742,0.2530359,0.030249717,-0.38665023,-0.048757967,0.20923518,-0.46451816,-0.38890782,0.46966696,0.124373965,0.0489207,0.47259352,0.14597596,-0.8114499,0.002928093,0.3450431,0.30072922,-0.3152374,0.13346003,0.9053755,-0.15742166,0.027170558,0.5984746,0.13495064,-0.05819247,0.29184157,-0.33647212,0.5778347,0.7675433,0.31397822,-0.03076874,0.040330857,-0.28618452,-0.16821806,0.26031607,-0.1708232,0.034915235,0.09703536,-0.16757266,-0.06317077,0.05289348,0.13786983,-0.07285299,0.29777986,-0.75787765,0.016782796,-0.08345444,0.102946326,0.026612747,-0.24105546,0.21296026,0.44862992
OAS1_0140,1.3308704,2.1768625,0.84382224,0.2125223,1.1653173,-0.026279537,-0.003941154,-0.4187481,0.07014023,-0.23450741,-0.060323056,0.037582524,0.12640214,-0.36957154,-0.2589991,-0.5796862,-0.0091687925,-0.08933844,0.05403207,-0.7990408,-0.7877375,0.2970528,0.26207376,0.4615075,-0.3938614,-0.7874348,0.13684788,-0.3000903,-0.5666986,-0.41512808,0.7288456,0.002174531,-0.025430458,-0.7115332,-0.17011733,-0.20433345,0.23740123,-0.52540386,-0.29400882,-0.6162067,0.11850613,-0.0986915,0.2779021,-0.19100745,0.19584057,-0.19872846,0.015649816,-0.025289312,-0.40151158,0.74165696,-0.1265682,0.16184595,-0.0790697,0.6527997,0.16948989,0.12620947,-0.5652543,-0.21230862,0.16004093,-0.29649857,-0.315925,1.0033343,0.52802396,-0.28635195,0.026723316,0.04111566,0.060663886,-0.3811093,0.015939815,0.2612747,0.17243354,-0.5407445,0.09169033,-0.21843153,-0.021033801,0.008033502,-0.5107773,-0.18049248,-0.43800536,-0.14228418,-0.43483496,-0.1787643,-0.37255776,-0.2969876,0.19239669,0.13559052,0.4008298,0.4908581,0.3077648,0.49910718,-0.08493455,0.0351464,0.10777925,-0.3737974,-0.15587296,-0.039490025,0.061547466,-0.59519815,0.38462767,-0.38967192,0.420284,0.11990564,0.108296886,0.1422233,0.63784677,0.30226725,-0.27117544,-0.13566214,-0.26970524,0.46152028
OAS1_0141,0.75518453,-0.44674602,-0.093602516,-0.65232396,-0.8293179,0.7587161,1.9874182,-0.5951782,0.13302763,-0.30192047,-0.18648513,0.41817045,0.78027445,-0.77979696,0.57539886,0.25034148,0.14277068,0.14542016,-0.011636252,0.23803197,0.08904529,0.24915421,0.23939614,0.104554646,-0.20755747,-0.073633604,0.12830597,-0.25299278,0.22302723,0.21829659,-1.1254405,-0.06410832,0.97770333,0.23020951,-0.62166715,0.45753935,-0.601478,-0.23038398,-0.24561052,-0.115918644,0.43274158,0.39366493,-0.87879354,-0.053347457,0.49498668,0.13485278,0.85030466,-0.1441477,-0.16637515,-0.48753828,-0.3645691,0.3503938,-0.24644658,-0.29953828,0.23674287,-0.5336517,0.032920055,0.16092062,0.14613904,-0.24349113,0.02517203,-0.097739376,-0.43037266,0.3503648,0.61271083,0.46481043,-0.25093213,-0.38588518,-0.35215148,-0.3370663,-0.069742344,-0.17776889,-0.3065208,0.317151,0.16555983,-0.53066736,0.19002621,-0.17818214,0.23626433,0.2855764,0.303183,-0.370092,-0.2092756,-0.4860708,-0.045533516,-0.5636125,-0.19462043,-0.014584927,-0.040508557,-0.15141994,0.38337043,-0.16662972,0.2652532,0.23585163,-0.5841627,-0.30197504,-0.2537799,0.09957377,-0.110595785,0.27583072,-0.019586293,-0.08767757,-0.38278002,0.07671725,0.17877041,0.35671636,-0.12834814,0.09616031,-0.16334012,0.11464169
OAS1_0142,-2.1879745,0.9202461,-0.4295329,-0.0012496028,0.4028899,0.5850159,-1.0395972,0.6810119,-2.1085248,0.23839949,0.46348602,-0.023380894,-0.47113693,-0.28232554,0.8575512,0.24043614,0.57670665,-0.2330599,-0.15784657,-0.38126087,-0.02473972,0.4011584,0.034129266,-0.17131989,-0.66079646,0.4487308,0.16414735,-0.70373696,0.24266651,0.45984644,0.26085913,-0.053926233,0.2440999,0.5061021,0.008295574,-0.114490345,-0.507161,0.0883537,0.18149126,-0.14926532,0.058794152,-0.33570498,-0.91595215,-0.1869186,-0.67599547,-0.02983161,0.43413216,0.72896856,-0.06288462,0.7456921,-0.26857266,0.32156664,0.023012718,0.4414427,-0.03960678,-0.62022585,-0.5946657,-0.94201374,-0.39563715,0.7925656,0.018871998,-0.17969961,-0.4202738,0.67651343,0.31277847,-0.2548891,0.15189025,0.052624572,0.071239874,-0.15677957,-0.42269382,0.4173294,0.07904342,-0.119919516,-0.54623175,-0.09938494,-0.5674216,-0.12356944,0.30134097,0.21081074,-0.03118811,-0.6596933,-0.12759244,-0.2775343,-0.23382221,-0.75405467,0.1527928,-0.23445308,-0.055242524,0.21883334,-0.14009851,-0.2849163,-0.6018,-0.24837062,-0.34001806,0.3368885,0.51359683,-0.3145408,0.16428447,0.14017867,0.09359342,-0.045698985,-0.4800658,0.1740536,-0.63399893,0.18085082,0.16218099,-0.5046342,-0.011892075,0.022291679
OAS1_0143,-1.5481462,0.39650756,0.7765716,-2.192979,0.27231103,-0.06711987,-0.05023357,-0.35370728,0.9742762,0.22291903,1.4454356,-1.3238266,-0.25198206,-0.71541256,-0.8053738,-0.16252103,-1.234166,-0.17007022,-0.39824098,-0.9981857,0.6260549,-3.6253703e-05,-0.16845496,-0.14566885,0.263211,-0.11189439,-0.19124712,0.4760812,-0.1713926,-0.1535501,0.018845912,-0.0019550528,0.08356735,0.32551613,-0.1138421,0.72073233,-0.87323636,0.08493163,-0.38008568,0.21589981,0.32946247,-0.33004895,0.44353816,0.008028091,0.43743086,0.45153272,0.09485153,0.35120228,-0.3783118,0.6034597,-0.059240796,-0.39013425,-0.2753951,0.099188976,-0.47317895,0.5506787,0.78221875,0.9746591,0.63598204,-0.055817068,-0.3820988,-0.22840263,-0.6548701,-0.4707618,-0.5479255,0.067465596,0.491574,-0.44414562,-0.2057042,-0.46489054,0.44506377,0.032121994,-0.013249321,0.1535862,0.21740898,0.40798765,-0.026693612,-0.19997407,-0.1413204,-0.08528294,-0.274319,0.14800227,-0.24093013,0.21123499,0.41762778,-0.35066503,0.25607723,-0.304381,-0.6719823,0.22719613,-0.32536647,0.18644948,0.37916988,-0.2475814,0.07746172,0.6482024,-0.5141047,-0.18438292,0.42536786,-0.28735605,-0.3260088,0.11137685,0.37268782,0.17770778,-0.20980299,-0.24548055,0.2892126,-0.09856187,0.017806519,0.34454525
OAS1_0144,0.2436866,0.09848601,0.40407625,-1.3761972,0.9715767,-0.8637309,-1.0418876,1.018684,-1.4289218,0.32017788,0.03799788,0.41837603,1.0261747,-0.47132862,-0.021358907,0.5645875,-0.41643393,0.07221915,0.25194284,0.093356125,-0.7692656,-0.56443906,-0.75572264,0.025271272,0.31277478,0.33105126,-0.4537131,-0.43770608,-0.5400224,-0.02329202,-0.10109365,-0.23929656,0.21782589,-0.8630122,0.90757215,-0.08985393,-0.28890413,0.8456987,-0.07071523,0.09120656,-0.0024883682,0.06364002,0.63158876,0.2556668,-0.8981435,-0.17647901,-0.03793397,0.98399115,-0.42763737,-0.27267218,-0.31389964,0.7665868,0.18151508,0.17957821,0.0775518,0.26160607,-0.14434409,-0.6596387,-0.7837459,0.04186203,-0.33716294,-0.32046217,0.6054067,0.21938428,0.17815982,0.5570873,0.14679663,0.01811227,0.17705047,0.653081,-0.09123785,0.06978459,0.32541713,-0.8110361,0.38691714,0.27902344,0.6091984,-0.9977592,0.44473737,0.29066947,0.32706413,-0.2568492,0.52230275,0.045095522,-0.07846235,0.21379644,0.27999485,0.7485954,-0.22465421,0.2817774,0.16573957,0.0010594429,0.2953866,-0.25743037,-0.3624342,-0.08726997,0.076344825,-0.44944006,-0.12829863,-0.035417866,-0.09047192,-0.47577184,0.004604067,-0.45073387,0.033572417,-0.3705376,-0.38243625,-0.41222763,0.015280454,-0.19861506
OAS1_0145,0.2660231,1.0986723,0.5125303,-0.9077439,1.1852983,0.121144645,-0.06397165,0.053852346,0.2575709,-0.17322756,0.42604727,1.2307625,-1.0555598,0.54404384,-0.09662061,1.0143827,-0.13795902,0.6252691,0.33196196,-0.28695068,-0.34453672,0.23020159,0.5597678,0.026119137,0.3402376,0.39453414,-0.45604536,-0.6453159,-0.20785822,-0.122926906,0.2469226,-0.20220046,0.78198856,-0.80876106,0.300289,0.07566882,0.16462174,-0.25613716,0.051414892,-0.47962856,-0.22584629,0.8039676,0.30457908,0.35935882,0.60087514,-0.53930974,1.0795678,-0.53542393,-0.017973062,0.039450716,0.5716758,0.13912195,0.03105356,0.28070366,-0.053766575,-0.038986538,-0.62882245,0.5650104,-0.10174524,0.2375245,0.19534028,0.17023395,-0.0037772167,-0.20341185,-0.07164579,-0.8380919,0.079549454,-0.50411916,-0.28014216,-0.2431896,-0.009346396,0.31380406,0.29827914,-0.5360807,0.18574408,0.67439234,0.678751,-0.60640836,0.5430986,0.25710773,-0.082482934,0.74732906,0.33573678,-0.6854026,0.5766492,-0.72145206,-0.37258074,-0.17059731,0.31880715,-0.15953672,0.5316973,-0.21744837,-0.12200745,0.17272677,0.032646123,-0.060718622,-0.0057862545,-0.34886637,0.26053154,-0.28914946,0.33587772,0.30686834,0.28346318,-0.18099143,0.39296383,-0.0064656506,-0.35504785,0.02446431,0.44529474,-0.64221686
OAS1_0146,-1.629374,-0.06985239,-1.0068655,0.5424318,0.4471993,-0.8655015,-0.69545954,-1.1598374,0.1593193,0.9953317,-0.32934576,0.9137635,-0.11873099,-0.20181401,0.7876853,0.047005888,-0.45293903,-0.64006823,-0.12771852,1.2970186,-0.42246667,-0.0028919072,-0.1711128,-0.5570419,0.47058463,-0.07951692,0.48910263,0.0813518,0.746306,-0.24598004,1.2076038,-0.14473142,-0.26042184,0.24652934,0.13878714,0.025100198,-0.35707584,0.31892192,0.06518199,-0.26537624,-0.36821797,-0.27603766,-0.24565801,-0.010743315,0.13487437,-0.018696243,0.51339966,0.2138581,-0.037047513,0.021980751,0.576719,0.19420327,-0.14460365,0.41281617,0.55037045,-0.3535822,0.09109651,0.5791378,-0.073905274,0.4366296,0.23766826,0.19578545,-0.10941247,-0.68430287,0.05618597,0.48014292,0.12364401,0.1900617,0.16733299,0.11560321,0.03486969,0.33674875,0.14542167,-0.40714094,-0.25821507,0.015537587,-0.24944305,-0.06768503,-0.029329281,-0.0028280565,0.04337269,-0.2788822,-0.25556958,0.21677129,0.054650582,-0.035495292,0.33581004,0.107293196,0.26754892,-0.034410022,-0.36518484,0.6948204,-0.5756952,-0.34289604,-0.19369103,0.27269974,-0.42199528,0.7387653,-0.15779239,0.56777257,0.033703428,0.07048181,-0.4511158,0.03663571,-0.039760344,0.16761185,0.45290756,0.38400128,-0.6327864,-0.18356678
OAS1_0147,0.5973576,-1.1079488,-0.74657583,-1.0474913,0.39587414,0.27687714,1.3212287,-0.20622052,-0.27424282,-0.40729707,-0.51190287,-0.26863438,-0.4359218,0.35466456,-0.23063195,0.059809677,-0.056740925,-0.25944844,0.5762199,0.84953046,-0.0625751,-0.45318863,1.1697308,0.3024402,-0.080714725,-0.6847277,-0.5299769,0.25590283,0.18045785,0.5870572,-0.1384173,-0.2217017,0.35991624,0.32155874,-0.123049885,-0.21909016,-0.32652873,0.99978524,-0.0022874598,0.19080079,-0.49593368,-0.056594547,-0.08872823,-0.18438692,0.27649847,-0.060854044,-0.6426844,0.24420686,-1.5225041,-0.15450849,-0.13934433,-0.064336725,-0.20143221,0.7184963,0.7267377,0.5416366,0.3492051,0.25565183,-0.0040807026,0.15857227,-0.096808344,0.18917856,0.23054379,-0.34324628,0.68757206,-0.0105360905,0.2145599,0.143803,-0.36144868,0.20617938,-0.33272415,-0.5525689,-0.15527868,-0.29176077,-0.07179016,-0.6486948,-0.83377445,0.065445706,0.120158285,-0.31832653,0.7628876,0.32072926,0.036089372,-0.38530573,0.6857339,0.37961468,-0.086174,-0.16705862,-0.40204048,-0.3208536,0.38265306,-0.39148295,-0.6324073,0.14959492,-0.35921016,0.21758717,-0.0399418,0.44032454,-0.008043084,0.3299239,-0.5501353,0.121461205,0.26672313,-0.18470527,0.31123173,-0.4037804,-0.03566629,-0.46054092,0.041235983,-0.44281104
OAS1_0148,-0.67795205,-2.3663938,4.4123106,-0.5730574,-0.06660336,-1.1089506,0.84881115,0.48813048,-0.9255027,0.29515427,-1.0414854,-0.0065616244,-0.5242053,-0.19217627,-0.20287557,-0.14609143,0.17486626,0.02814127,0.11487307,-0.6224198,0.30975056,-0.16437748,-0.1223857,-0.30037022,0.1621252,0.37819663,0.20019212,0.09106221,-0.20728518,0.043355316,0.13834937,0.45153236,-0.12766105,0.2617462,-0.10537837,0.25386608,-0.05095464,-0.56546396,0.53844184,-0.27797335,0.30668595,0.752979,0.12481185,0.05962768,0.038780667,-0.16838136,0.009625369,0.027727073,0.136524,0.44437978,-0.20421611,0.062269136,0.07190947,-0.16531304,-0.30362704,-0.052371267,-0.73784125,-0.46045223,0.25422728,-0.115787655,0.50261414,-0.09537464,0.15300612,0.40266764,-0.016574612,0.18526971,-0.52140725,-0.3064466,-0.34248912,0.16291574,0.5011825,-0.0108545525,-0.316586,-0.015291834,0.040911753,-0.5572924,0.022186788,-0.58140665,0.1941191,-0.32106796,0.293182,-0.19253759,-0.47090685,-0.08865658,0.13299647,-0.14018919,-0.31689906,-0.55334204,0.09701947,0.12986399,-0.24720028,0.29364428,0.51954967,-0.21026675,0.28209472,0.37852234,-0.09932849,0.26055035,0.053306468,0.18126808,-0.49635884,-0.20033185,-0.1276962,-0.503015,-0.12400375,-0.14285566,0.2490997,-0.2424912,0.33741003,0.23210043
OAS1_0150,1.3896406,-1.2256416,-0.45251107,-0.9402238,1.3645612,-1.5177755,-0.7135242,0.4143234,0.47146878,0.12914933,-0.75430167,-0.06347243,0.1974628,-0.9120848,0.073587805,-0.33849567,0.45506206,0.22568296,-0.8237001,0.37335023,0.043862563,0.014669413,0.43318674,0.20792852,-0.9781921,-0.07852147,0.7335499,0.45137516,0.36753848,0.305109,0.00017873227,-0.37745216,0.40722275,0.4388219,0.6017643,0.060724042,-0.3742575,-0.34468427,-0.12301936,0.14491221,0.680368,0.07179218,-0.33074448,0.09352078,0.07861904,-0.4138373,-0.39818037,0.34549087,-0.22315906,0.14667101,0.44118077,-0.33658233,0.2355197,-0.62925667,-0.46527842,0.62073267,0.33666238,0.07164966,0.29044345,-0.016636897,0.58827007,0.29602557,0.15502952,-0.4943113,-0.33836237,0.15185378,-0.040567055,0.5718181,-0.19184878,-0.13894445,-0.23494308,0.18783085,-0.30900854,0.059400998,-0.12465212,0.18930076,-0.037089474,0.3654959,0.09601584,-0.21521208,0.18055674,0.67592573,-0.3677707,-0.36782485,0.24360412,-0.10889787,0.23539108,-0.08509439,-0.16087626,0.34400496,0.34197766,0.029519318,-0.04989789,-0.103564665,-0.13134655,0.100605205,-0.82194126,0.35297683,0.19239266,-0.36921546,0.06935069,-0.2988809,0.036259416,-0.12791292,0.21934864,0.2774636,0.16594571,-0.5468698,-0.01649463,-0.4163079
OAS1_0151,1.9041997,-1.1399475,-0.6102508,-0.17589343,-0.0101687405,-0.16478373,-0.105517544,-0.6371192,-0.42786735,-0.49295542,0.33050692,-0.5958814,-0.075151585,-0.51094544,-0.3711861,0.042335786,-0.068161964,-0.5608355,0.04396246,-0.19049466,-0.19070396,-0.21294102,-0.46710184,-0.21151769,0.4091183,-0.032783397,-0.26737645,-0.73959416,0.053309377,1.2677808,0.030222641,0.16397256,-0.3901682,-0.1006457,0.41597378,0.0743722,0.950559,0.61252046,-0.52101606,-0.25792763,-0.14602625,-0.1993058,-0.12522578,-0.16631487,-0.25910795,0.16242659,-0.05672021,-0.5538879,-0.03556251,-0.30043316,0.62789506,0.2150803,-0.4088358,0.03345528,-0.19458346,0.86733127,-0.42612895,0.18078785,-0.6918835,0.62005246,0.27794862,-0.71827734,0.14661111,-0.22578175,0.054272916,0.007568551,-0.48794493,0.33238465,0.15338169,0.39098433,-0.093819536,0.47228885,-0.15213917,0.0632667,-0.49591744,-0.82984096,0.3261529,0.40784752,-0.0769173,-0.40095454,-0.24200925,0.35800382,0.13937162,0.18384254,0.48096246,0.16979448,-0.3473026,0.08011075,0.16740254,0.37111247,0.19807701,-0.15960017,0.24850671,-0.064231694,0.2647096,0.28140748,-0.3577399,0.6250383,0.026130961,0.017413307,-0.78562135,-0.011075618,0.3798176,-0.3150922,-0.2740788,-0.12516077,-0.0088482555,0.16022134,-0.07218539,-0.07092876
