patient_id,gfc_sag_PC1,gfc_sag_PC2,gfc_sag_PC3,gfc_sag_PC4,gfc_sag_PC5,gfc_sag_PC6,gfc_sag_PC7,gfc_sag_PC8,gfc_sag_PC9,gfc_sag_PC10,gfc_sag_PC11,gfc_sag_PC12,gfc_sag_PC13,gfc_sag_PC14,gfc_sag_PC15,gfc_sag_PC16,gfc_sag_PC17,gfc_sag_PC18,gfc_sag_PC19,gfc_sag_PC20,gfc_sag_PC21,gfc_sag_PC22,gfc_sag_PC23,gfc_sag_PC24,gfc_sag_PC25,gfc_sag_PC26,gfc_sag_PC27,gfc_sag_PC28,gfc_sag_PC29,gfc_sag_PC30,gfc_sag_PC31,gfc_sag_PC32,gfc_sag_PC33,gfc_sag_PC34,gfc_sag_PC35,gfc_sag_PC36,gfc_sag_PC37,gfc_sag_PC38,gfc_sag_PC39,gfc_sag_PC40,gfc_sag_PC41,gfc_sag_PC42,gfc_sag_PC43,gfc_sag_PC44,gfc_sag_PC45,gfc_sag_PC46,gfc_sag_PC47,gfc_sag_PC48,gfc_sag_PC49,gfc_sag_PC50,gfc_sag_PC51,gfc_sag_PC52,gfc_sag_PC53,gfc_sag_PC54,gfc_sag_PC55,gfc_sag_PC56,gfc_sag_PC57,gfc_sag_PC58,gfc_sag_PC59,gfc_sag_PC60,gfc_sag_PC61,gfc_sag_PC62,gfc_sag_PC63,gfc_sag_PC64,gfc_sag_PC65,gfc_sag_PC66,gfc_sag_PC67,gfc_sag_PC68,gfc_sag_PC69,gfc_sag_PC70,gfc_sag_PC71,gfc_sag_PC72,gfc_sag_PC73,gfc_sag_PC74,gfc_sag_PC75,gfc_sag_PC76,gfc_sag_PC77,gfc_sag_PC78,gfc_sag_PC79,gfc_sag_PC80,gfc_sag_PC81,gfc_sag_PC82,gfc_sag_PC83,gfc_sag_PC84,gfc_sag_PC85,gfc_sag_PC86,gfc_sag_PC87,gfc_sag_PC88,gfc_sag_PC89,gfc_sag_PC90,gfc_sag_PC91,gfc_sag_PC92,gfc_sag_PC93,gfc_sag_PC94,gfc_sag_PC95,gfc_sag_PC96,gfc_sag_PC97,gfc_sag_PC98,gfc_sag_PC99,gfc_sag_PC100,gfc_sag_PC101,gfc_sag_PC102,gfc_sag_PC103,gfc_sag_PC104,gfc_sag_PC105,gfc_sag_PC106,gfc_sag_PC107,gfc_sag_PC108,gfc_sag_PC109,gfc_sag_PC110
OAS1_0050,-0.27594733,1.3777071,-0.72692007,0.8571266,0.09927847,0.88521415,-0.28175616,0.6322606,-0.13723807,0.25924644,-0.09775107,0.36765772,-0.263306,0.01761982,0.43395495,-1.1318676,0.28700218,-0.4058095,0.3683583,-0.07858997,0.87494427,0.109776475,-0.19049025,0.88022476,-0.0213303,-0.15608498,0.6153731,-0.6797543,-0.41430506,0.6664457,0.89872676,0.0013412887,0.19306915,-0.007721226,0.09955473,-0.39299798,-0.6419285,0.6819313,-0.36137214,0.43993396,-0.093455516,-0.6758931,0.2743373,-0.9870317,-0.7469067,-0.08197449,-0.031074245,0.20448884,0.3805367,-0.44519138,0.49437037,-0.30810988,-0.7636277,0.3265089,-0.6445118,-0.20105186,-0.62281615,0.17249972,0.4504132,-0.29465634,0.16701946,0.055271074,0.12239154,0.18531035,0.11366434,0.11940796,-0.38923383,-0.41128212,0.19827263,-0.037916243,-0.16814515,-0.09763381,-0.010265318,1.0296812,-0.47556025,-0.3298884,-0.40985516,0.33218232,-0.14224145,0.34595752,-0.29048237,0.13627571,-0.48487788,-0.39156994,0.31667447,-0.23040283,-0.39472204,0.10436901,-0.56233,-0.5386098,0.043237217,-0.09071784,-0.053495895,0.21047357,-0.042635597,-0.06409972,-0.013810623,0.069558024,0.33965972,0.2966897,0.2467124,-0.69459873,-0.14264257,0.30834657,-0.3140634,0.52798665,0.20139,0.06206866,0.08950466,0.3939364
OAS1_0051,0.3385954,-0.5627824,-0.79723966,-0.916484,-0.063573994,0.0129400585,-0.035903674,0.86966825,-0.37745723,-0.4645937,-0.8163356,-0.26208374,0.4661236,-0.07439135,-0.49104902,0.5849949,0.6526796,0.23705594,0.30426306,-0.23840983,-0.67664236,-0.74909246,-0.25849783,-0.08874558,1.069546,-0.7618193,-0.44066575,-0.08675114,0.2723511,-0.5731131,-0.034720942,-0.13878456,-0.3640886,0.73804104,-0.035150852,0.5551557,-0.29624546,-0.55340207,0.077976316,0.54798275,-0.062379364,0.32072866,1.0195371,0.076588094,-0.038007207,0.41961434,0.77223694,0.18690959,-0.048904903,-0.07316161,0.25552344,-0.25144738,-0.040296704,0.39034852,-0.59228975,0.21305996,0.2465634,-0.904166,-0.08285479,-0.050887007,-0.045219064,-0.73693895,-0.46732005,-0.33767965,0.056985743,-0.48479235,-0.70446736,-0.3641974,0.13138044,-0.6863131,0.119974904,-0.0068979855,0.07009288,0.008924472,-0.40605327,0.3544704,0.24854472,0.19768487,0.6643136,0.16737217,-0.10723718,-0.04769072,-0.12784761,0.046909783,0.48881763,0.11657883,-0.3879975,0.07773319,-0.3379205,0.17932366,0.34939155,0.13834447,-0.13421,0.022267824,-0.016665908,0.9078147,0.46447006,-0.5687705,0.17930247,0.4753817,0.18154305,0.41347465,-0.16105442,-0.023163809,0.3203081,-0.03241653,0.5309922,0.4672496,0.3029967,0.6544467
OAS1_0052,-0.10044366,-1.23145,0.49727294,-1.0944403,0.23246329,0.61539733,0.026722813,0.6974816,-0.71193695,0.17194286,0.2718129,0.86461794,-0.7446148,0.48404244,0.7414975,-0.762139,-0.46651626,0.42920884,-0.4882961,-0.25477558,0.73307025,-0.47654086,0.8827855,0.069507584,0.01072217,-0.44630775,-0.21085571,0.08301429,0.44981128,-0.75767124,0.93742335,0.09134744,0.40672523,0.5648816,-0.45782137,-0.20770812,0.24992202,0.04108055,0.20052263,-0.19993418,0.6247681,-0.16423073,-0.23022448,-0.39316234,0.35540268,0.50011116,0.4716121,0.30431393,-0.04147656,-0.6874622,-0.2338264,0.36760968,0.74426293,0.7304597,0.59778786,0.14669792,0.18447107,0.46662268,-0.095599465,0.028746583,-0.19191232,-0.5426454,0.15977934,0.41326073,0.19236785,0.30197242,-0.31762615,-0.023034927,0.28642294,0.2321189,-0.2258449,-0.3280676,0.4066128,0.6528712,-0.26345077,0.08831154,0.20085542,0.31730694,0.28847528,0.6244426,0.3318784,0.55125076,0.38299128,0.04750819,-0.87231946,-0.002511962,0.14594527,0.4445344,0.6609192,-0.16797067,0.52702224,0.37910172,-0.053086985,-0.29932997,-0.32502115,0.1442595,-0.39859727,-0.15776058,0.08334027,-0.12580231,-0.31227255,0.5521247,0.33297178,0.2567646,0.49761543,-0.3256961,0.27050048,-0.035273723,0.34486127,-0.11662006
OAS1_0053,0.68344164,-1.0966891,0.8644482,-0.86479735,-0.008388994,0.88140583,-0.6785941,-0.23951474,0.36716896,-1.2392622,-0.19936317,-0.6463151,0.0063868007,-0.5760887,0.261665,0.25038505,0.22305606,-0.6200449,0.93201226,-0.23320265,-0.13921285,-0.42346746,-0.086826846,-0.19763453,-0.13294262,1.0481371,0.42633745,0.33494267,-0.92430305,0.0719177,-0.11846095,-0.09089182,-0.18972929,0.2234192,0.7770256,-0.37887684,0.10923057,-0.25260085,0.23826855,0.4332086,0.040196,0.3719857,-0.7133464,0.31155688,-0.7525682,0.35386002,0.57248867,0.48690617,-0.080238074,0.2829637,0.3194257,0.28247428,0.22980683,0.5708634,-0.2675031,0.38467297,0.2978521,-0.46608165,-0.5151467,-0.35265288,0.076943815,0.52806604,-0.60573417,-0.110637344,0.20945305,-0.0026549723,0.27650493,-0.38620493,0.7128508,0.08498764,0.38671395,0.18045746,0.02692503,0.18872364,-0.29637975,-0.12011428,0.09593511,0.4261629,-0.42650932,-0.9313103,-0.20504172,-0.03458826,0.1181114,-0.053612124,0.27249223,0.23674981,0.35921827,0.027792314,0.11510447,-0.31950086,0.30335152,-0.026959954,-0.23394865,-0.08963009,0.40607598,0.25492042,-0.16498838,-0.06594401,-0.22914205,0.39925864,0.23579457,-0.13328473,-0.6459519,0.18666114,-0.23489861,0.055339623,0.36675265,0.4217847,0.337459,0.036460016
OAS1_0054,-2.1089635,0.08211996,-2.0454898,0.18968387,-0.113068596,0.34622318,-0.6764714,-0.97849566,-0.58156615,0.4017188,-0.030827368,-0.5136315,0.7810417,-0.3625926,0.0623267,-1.1726066,0.43786496,0.5954498,-0.53887635,-0.081695415,-1.0608997,-0.75723034,-0.028237777,0.44090256,0.41424495,-0.5096328,0.17929575,-0.31843898,0.48618096,-0.49631974,-0.37190413,0.32126108,-0.07019572,0.6511151,-0.40545884,0.16838679,0.050303143,-0.116295084,1.094185,-0.6496718,-0.07948971,-0.19311996,-0.17509572,-0.06970505,-0.4983557,-0.029235177,-0.42304263,0.4903706,0.55000025,0.5754335,0.010172983,-0.51154417,-0.021810789,-0.16322148,-0.61255795,0.00805244,0.12802362,-0.28067645,0.4900475,0.083519794,-0.31147254,0.5017215,0.091769606,0.38830572,0.22997391,-0.05122168,0.39530325,-0.098345324,-0.62308764,0.16523597,-0.046149712,0.31237063,-0.22499233,-0.40784326,0.13807167,0.4007225,-0.011334259,0.0033806285,-0.18903817,-0.5630987,-0.24056703,-0.35389578,-0.14174536,-0.25984773,0.10464865,0.3886732,0.095075004,0.12044354,-0.354463,-0.03626632,-0.28010422,-0.1276761,-0.7663958,0.31353763,-0.21991561,-0.035426874,-0.034875326,0.324966,-0.011027988,-0.3515231,-0.5258668,0.14044684,0.08214187,-0.24081647,-0.014159518,0.18715058,-0.3222258,0.0852953,0.15279396,-0.011385096
OAS1_0055,1.1897818,-0.068544425,-1.5498137,1.0011823,-1.6248,0.45788682,0.67868096,-0.24493374,0.80272317,-0.015755009,0.8500141,-1.1520075,0.41623622,-0.18739097,0.09571555,0.6187766,-0.7972054,0.55417633,-0.7400884,0.5733951,0.3401942,0.044373,0.13502182,0.33658686,-0.77603155,-0.47412118,-0.8269143,-0.5410352,0.8872115,-0.45239848,-0.16504563,-0.08064725,-1.2206416,-0.24809888,-0.22510181,0.7855906,-0.35261354,1.0132108,0.9358508,-0.5101078,0.13070501,-0.014428265,-0.17639905,-0.0649617,0.7174588,0.32603225,-0.41651896,0.1250989,-0.7022418,0.22135976,-0.54794645,-0.50437015,-0.61333174,0.0063149766,0.46474662,-0.37479705,0.4269623,0.23084503,-0.49819177,0.5103,-0.690713,0.12263218,-0.068493344,0.0036139623,0.37335703,0.35412005,-0.058368683,-0.59809434,-0.4833456,-0.3517821,-0.27494523,-0.028743012,-0.23331659,0.38338754,-0.29612303,-0.10850912,-0.84138,0.46003202,-0.0050375992,-0.17495386,0.022344831,0.16540307,-0.6316632,0.52801174,-0.2993958,0.056007337,0.05259937,0.4532252,-0.4942837,0.37250224,-0.1067633,0.10960793,0.23933552,-0.45457006,0.23401508,-0.5070904,0.24323867,-0.41514537,0.24711941,-0.25536972,-0.04548532,8.242033e-05,0.15655527,0.04704562,0.5571011,0.13448589,-0.311672,-0.050047297,-0.44678435,0.09407512
OAS1_0056,0.035497807,-0.41623977,0.673437,0.8488333,0.12995702,2.341394,-0.18620647,1.0241053,-0.069738194,0.3390206,0.0801003,-0.12708516,-0.0044825105,0.21282806,-0.97900677,0.04843423,0.0300011,-0.09507311,-0.01308076,-0.992012,0.2030551,0.3091553,0.8649289,-0.5337131,0.09452532,0.5269742,-0.53572196,0.11360849,-0.12712657,0.35977337,0.1118385,0.23807903,0.84112465,0.37233147,0.56081927,-0.9178183,0.44075808,0.37444568,-0.4443999,0.6305307,0.5965283,-0.49286816,0.061877277,0.11506202,-0.07104675,-0.14583951,-0.5102979,0.571256,-0.43630624,-0.014860027,-0.28599524,0.5297235,0.119866505,0.21962327,0.6541268,0.59398806,-0.35332283,-0.1801497,-0.39377078,0.38145828,-0.26471123,-0.3537169,-1.1707147,0.105809145,0.12942426,0.20917057,0.056059267,0.4046135,-0.35486174,-0.17983778,-0.019047534,-0.033953167,0.17377125,-0.048448518,-0.42053112,-0.009752663,-0.21110193,0.3994103,0.69046533,-0.54407626,0.19810602,0.17797665,0.31722942,-0.83103174,-0.26987076,0.29580656,0.79861844,-0.0701544,-0.4843263,0.17758337,0.27609876,0.15341263,0.09323736,-0.33786872,-0.10511991,0.07011838,-0.014474024,0.023625247,-0.23217034,0.20245145,-0.26887107,0.17249261,0.20956063,0.27602294,-0.12461167,0.09191895,0.19939545,0.08579712,-0.21253063,0.38579375
OAS1_0057,0.777065,0.48231962,-1.5185008,1.2858034,1.0277382,0.064604,-0.368954,0.17730223,-0.12345318,-0.33936998,0.5243933,-0.30103105,-0.85068536,-0.32089272,0.7050424,-0.7801007,-0.62339485,-0.47683227,-0.40972206,-0.22912687,-0.054637227,0.07986447,-0.68306935,-0.09018774,0.12822518,-0.4340606,-0.09561219,0.3348336,0.72314894,0.038784962,0.9345336,0.103166014,-0.0012163401,0.13353118,0.122701526,0.05279003,-0.28827137,0.5259969,-0.46313882,-0.28205615,0.42060453,-0.043594956,-0.27600762,-0.051054593,-0.2219962,0.0540528,-0.17389493,0.10055061,-0.06399425,0.61846006,0.094177924,0.068201,-0.55576056,-0.9445753,0.46812144,-0.24066055,0.39037487,-0.46494043,0.6836043,-0.38894808,0.5490613,-0.28893986,-0.7260173,0.3703967,-0.18682559,0.16689472,-0.19785443,-0.22013414,0.12776396,-0.02039004,0.06524368,0.22671536,0.4286219,0.060152836,0.1269633,-0.29483482,-0.21705784,-0.1306357,0.4953622,0.59139556,-0.018391531,0.06211813,0.07471025,-0.1547059,0.0947932,-0.13972524,-0.1037854,0.11048282,0.1845173,0.22270837,-0.07897573,0.15388764,0.07449024,-0.39750603,-0.56211907,0.1868508,0.47093603,-0.17017074,-0.12631418,-0.18469255,0.16706291,0.18257114,-0.37417334,-0.014875852,-0.19705155,-0.31813887,-0.6243551,-0.01832546,-0.21178485,0.33955103
OAS1_0058,0.91382766,-1.1267487,-0.9936833,-0.71619695,0.37830353,-0.31849545,-0.007703282,0.18557923,-0.59328365,-0.19935341,-0.9423274,0.8679031,-0.2579697,0.2953878,-0.6915717,0.62612975,1.3334043,0.45719087,-0.1058174,-0.40546384,0.2970553,-0.09983991,-0.23229335,0.4667957,0.5764377,-0.24559411,0.2605601,0.10731914,-0.005389491,-0.28769618,0.7452471,-0.019485865,-0.4095301,0.031807438,0.077992685,-0.26383084,0.10014259,-0.014789336,-0.033642408,-0.3716778,0.3836213,-0.33159688,0.040447418,-0.51957244,-0.18283387,-0.25797474,9.8835706e-05,-0.15786713,0.3744675,-0.71751714,-0.18088287,0.051904336,-0.9279004,1.0429468,0.074712075,-0.32314792,-0.57554704,-0.017163115,-0.23658371,0.2267144,0.21346828,-0.6512494,0.7868083,-0.6252908,0.4264384,-0.09512389,0.09114243,-0.24117385,0.31152168,-0.12593539,-0.3334499,0.29676303,0.5075367,0.2496415,0.2541042,0.07442037,-0.32409155,-0.5320167,0.1876806,0.33912888,0.11214519,0.16457008,0.42738244,-0.29620895,0.23718339,-0.17701213,-0.34293184,-0.15810703,0.076433115,0.58710325,-0.1335698,-0.3340629,0.21202306,-0.15553643,-0.073225416,-0.11540454,0.3932907,-0.1188673,0.21295726,-0.4634863,0.13525037,-0.45060304,-0.39549235,0.2237222,0.12435017,-0.06706411,0.21724619,-0.3020803,-0.007436852,0.017023034
OAS1_0059,0.15325665,0.12637745,-1.7186671,0.5877937,0.5611003,0.83253855,-0.39232364,0.3501581,-0.33039618,0.131765,0.10824388,0.5159992,-0.039423626,-0.88275313,0.6371221,-0.8023703,0.014344335,-0.56505585,0.95949614,0.74236906,-0.3078658,-0.07904624,-0.17835723,0.008577603,0.32082877,-0.24791187,-0.07285179,0.06956454,-0.24759817,-0.35049865,-0.2854309,-0.3770689,0.41163293,-0.5278941,0.12792857,0.18332183,-0.4173896,0.35369763,0.3667879,0.32510012,0.012867236,-0.34145322,-0.017141717,0.7806078,0.23496401,0.52675426,-0.300205,-0.32686877,0.13414235,0.019879162,0.33359933,0.09789195,0.19259703,0.61006254,0.13602963,-0.30158007,-0.23330358,-1.0720949,0.06618722,-0.45124868,-0.20462313,-0.47130904,0.45158538,-0.25684655,-0.40088078,-0.022406975,-0.25594795,0.29244286,0.08329894,-0.19265415,0.09939836,0.10457732,0.1842969,-0.19834927,-0.5001839,0.06979047,-0.7703472,-0.12753367,0.32431757,-0.28134894,-0.16785546,0.08624539,0.20880446,-0.28449884,-0.10128726,-0.7311228,0.28135467,-0.14150488,0.019287618,0.34446648,0.07834929,-0.14889823,0.32691693,0.23031951,0.13918023,-0.57884306,0.14763701,0.01705973,-0.48331705,-0.30573383,-0.5877096,0.6489922,0.0019658215,-0.5454806,-0.32299975,0.24202527,0.14219944,-0.2044381,0.025992924,0.028693987
OAS1_0060,-2.9509783,0.3668411,0.26672652,0.50246096,-0.23292255,-0.7776763,0.4154789,0.06949772,1.3208251,0.24012032,0.64910454,0.65856636,-0.17169319,0.42316285,0.57655096,0.5497647,-0.73383796,-0.32919395,-0.67548895,1.0331256,-0.30274612,-0.7692681,-1.3708388,0.30731258,0.18850613,0.46949995,0.8039139,1.1639915,0.40321386,-1.0053802,-0.08255229,-0.92133945,-0.31770352,0.34751764,0.4458187,0.24030156,-0.61642605,-0.19030999,0.01793557,0.43937957,0.36259118,-0.017893286,0.72013146,-0.20321085,0.098239176,-0.34777638,-0.35257453,0.20462264,0.14727503,0.035957377,0.8272238,-0.31516463,0.17295876,0.24509773,-0.2574001,0.13695213,0.50751704,-0.4773171,0.27514857,0.4722819,0.19268805,-0.52838624,0.21680607,0.11948934,0.46165115,-0.1956946,0.28357944,-0.19494389,0.25523314,0.24871792,0.12475775,0.45724738,0.02527391,0.009568265,-0.0370579,-0.26822123,0.35607025,-0.24674352,-0.25273773,0.31692448,-0.24056743,-0.4439544,0.45360216,0.09569487,-0.24412756,0.30219,-0.10025891,-0.40518698,-0.29787657,0.10705247,0.43703628,0.2573972,0.078074336,0.20875087,0.40827814,0.32583442,0.15659775,-0.06906495,-0.024216957,-0.0020428067,-0.2001736,-0.25404897,0.34481913,0.33118376,0.10148402,0.71518004,0.22425377,0.124483556,0.3660719,-0.16282979
OAS1_0061,1.7524195,-0.16618654,0.39526784,-0.71519935,0.38955367,-0.68823993,1.1166377,-0.2604903,0.29141262,-0.6866328,0.25694373,0.28738678,0.28859648,1.9277694,-0.18443325,-0.13669263,-0.7054177,-0.7124802,-0.8701629,0.51651716,-0.056561936,-0.10004669,-0.2270866,-1.38428,-0.1390534,0.79428965,0.5495462,-0.30016792,0.40359223,0.15267108,-0.6998458,-0.49463013,0.32826075,-0.08262796,-0.073469944,0.4131977,0.46477997,-0.30043447,0.47001073,-0.44910622,-0.52919185,0.26115072,-0.39210996,-0.290325,0.19288573,0.21020907,0.25915506,-0.076378174,0.30399862,0.11737347,-0.5371802,0.51543397,-0.116719805,-0.037109517,0.18760997,0.4875259,0.2309336,-0.29234865,0.40697616,0.4398121,0.27605125,0.009963547,-0.19464087,0.64474213,-0.110096246,0.24598828,-0.22340722,0.55123675,-0.25771436,-0.47136593,0.20989998,-0.20451014,0.06795332,0.22957465,-0.21642523,-0.24030149,-0.37136388,-0.1149096,-0.499567,-0.019674538,-0.18590225,0.002731605,-0.20786971,0.088815525,-0.38687584,0.27400652,0.5599804,-0.011773928,-0.15086152,-0.043582752,0.506514,-0.020960487,-0.11212727,-0.08492105,-0.221492,0.12670042,-0.3966459,0.16517231,0.16739443,-0.020623228,-0.22977094,-0.24945861,-0.11349268,0.18110356,0.11976008,-0.07630723,0.50681484,0.11014261,0.3143601,0.39515394
OAS1_0062,-1.2819898,0.30153698,-0.15343413,1.2824188,-0.310565,0.51524013,-0.13882375,0.38143882,0.3262374,0.3163846,-1.628128,0.45848793,0.98457706,0.29072663,0.6884346,0.23405848,-0.8613096,-1.1556623,0.22454429,-0.8447467,0.13266383,-0.67126733,-0.15194634,0.23747666,0.28175044,0.39967716,0.4514584,0.85139495,0.11364033,-0.67135525,-0.7513082,-0.4357804,0.73775125,-0.51470995,0.095056266,0.00020655335,-0.090592586,-0.040616438,-0.22117463,0.6258869,0.31322247,-0.9294538,-0.38312808,-0.24175341,-0.4584969,0.6726198,0.1355389,-0.22547452,0.056469887,0.026452731,0.33274204,-0.38107753,0.018180223,-0.15823703,-0.100088336,0.12549397,-0.17314619,-0.26667556,-0.32305476,0.10919059,-0.638379,-0.379686,0.690778,-0.8069986,-0.09767358,0.1449893,-0.11593862,-0.14878196,0.018158589,-0.16903731,-0.10992006,0.024266878,-0.62569684,0.18294576,0.07190365,-0.40391126,-0.78395957,-0.16930117,0.31125423,0.5067278,0.41515762,0.075064585,0.06327206,0.20637159,-0.34177586,-0.27359387,0.17472963,0.161595,-0.17956327,-0.46781242,-0.19423646,0.09757854,-0.32392925,-0.51808494,-0.24170762,0.55719584,0.147823,-0.10354955,0.34685647,-0.3263444,-0.06523075,0.15190105,-0.9502767,0.19963896,0.36418104,0.029374497,-0.06612192,-0.4853006,0.14832541,0.05221937
OAS1_0063,0.083523214,0.5494088,0.03185519,0.06944506,1.138908,0.054430634,0.60103977,-0.27011776,-0.12415311,-0.08061491,0.4432696,0.9218957,-0.499272,-0.08021388,-0.29808444,-0.8671555,-0.5896338,-0.21527772,-0.10454478,0.09531461,0.48077446,-0.3932472,0.53521574,-0.17110291,0.8203596,-0.41926622,-0.10353122,-0.4279149,-0.86103326,0.37458575,0.45164812,0.5607899,-0.30056968,-1.1469864,0.77403873,0.16459212,0.15772054,-0.567027,-0.58461297,-0.49216807,0.16616118,0.3400845,0.4229417,0.52852803,-0.022669312,0.074435115,0.33791947,-0.075537235,1.3548381,0.84378403,-0.65529114,-0.28005895,-0.24280255,-0.257724,-0.1404453,0.48504856,-0.030280568,0.10234799,-0.26301676,0.103582814,0.4005967,0.09573008,0.42467663,-0.43209195,0.11445495,0.29375497,0.24481274,0.08586207,-0.85256046,-0.10382453,-0.30991605,-0.33786926,-0.17800823,-0.09350299,-0.4753109,0.06502552,-0.48850656,-0.5571482,0.16875729,-0.1547567,0.28172135,-0.49928465,0.20574869,-0.5191788,-0.48796654,-0.03685825,-0.12960252,-0.38285884,1.0052832,0.33970436,-0.3498968,0.20079982,-0.355435,0.5183245,-0.0872126,-0.17669243,-0.19335851,-0.43710437,-0.08475644,0.10943357,0.11095188,0.35940617,-0.3887248,0.49536797,0.14404167,0.3117079,0.036873065,-0.43914005,0.1934621,-0.56423885
OAS1_0064,-1.5622616,-0.24948955,-0.266716,0.98492897,-0.39509395,0.87836033,-0.17492081,0.66547,0.5054733,0.2914768,-1.1597676,0.9228395,-0.044971436,0.6567544,-0.26451507,1.0010791,0.1992237,-0.86323667,-0.60841966,-0.021669231,-0.9225171,0.76900816,0.8478258,0.2879859,-0.03696099,0.35422653,0.19908516,0.15855543,-0.42775553,-0.6660258,0.8951788,0.3391725,0.021329092,-0.7673943,-0.10497619,-0.46998817,0.6904793,-0.25537422,0.15617548,0.5345805,-0.12129414,0.078337125,0.62847966,-0.36814788,-0.36305103,0.44015303,-0.28850034,-0.24325761,-0.067011744,0.7506404,-0.57526684,-0.8515296,-0.2997706,0.92108893,0.014274712,-0.41129914,-0.39290956,-0.35030523,-0.16030261,-0.15423739,-0.1256726,-0.20272279,0.30271703,0.30423144,0.4317999,-0.51574373,-0.2581204,-0.97458535,-0.5798168,0.10776404,-0.84652555,-0.28729728,-0.33166188,-0.73418367,-0.40881264,-0.07864321,-0.5830131,-0.31096166,0.2882582,0.03595351,0.028245851,-0.29446632,0.24941774,-0.06449112,-0.014287574,-0.3875764,0.13957436,-0.22731271,-0.24765643,-0.07735638,-0.20388329,0.12204332,0.46521708,-0.08624788,-0.46061683,-0.22907545,0.2699805,-0.048012957,-0.5661668,0.35500532,-0.03668183,-0.31291392,0.013397336,-0.068417795,-0.2984627,0.5722703,0.21838792,0.055893518,0.13329148,0.046246067
OAS1_0065,-0.97456264,-0.24998522,1.4853837,2.0586808,-0.05905331,0.7529234,0.22977275,-0.55232054,1.3749627,0.07963706,0.7478501,0.22320475,0.25756526,-0.16070908,0.28954285,0.41775528,0.20660593,1.057714,0.09206499,-0.44674405,-0.024386995,-1.135845,0.12990715,0.541925,-0.00035345255,-0.06738607,-0.456888,-0.26950428,0.5377667,0.29624382,-0.21070667,-0.37318975,-0.3284685,-0.19376788,0.23326306,0.3101482,0.11757105,0.42991018,0.26085916,-0.50166404,0.5827591,0.54441804,0.47262916,0.7825279,-0.03393847,0.9303031,0.075245924,0.08271341,0.54480207,-0.341883,-0.07480419,-0.09612603,0.24026461,-0.5636791,0.91903806,0.5044888,-1.318242,-0.21139362,0.6222435,0.30419976,0.31222263,-0.67036015,0.17771766,0.04960831,-0.15760037,-1.1236619,0.09938219,-0.5817394,0.5763365,0.08185489,-0.53577447,-0.30985874,-0.47439286,0.17702718,-0.27076516,-0.06138668,0.07057278,0.66886157,0.3562009,-0.5984687,-0.11379424,-0.2202295,0.20235404,0.10140994,-0.4216031,0.23127034,-0.15622772,-0.114186704,0.99399215,-0.27791214,0.5434574,-0.102405794,0.540639,-0.27566257,1.1713171,0.012268076,-0.09275401,-0.036852516,0.5225572,0.37001845,0.1598548,0.50109917,-0.572322,0.0071075913,-0.72141284,-0.26113072,-0.04586196,-0.12839502,0.031958066,0.4752696
OAS1_0066,2.221,-0.36653885,0.5161323,0.39701918,0.2910409,-0.35407463,-0.4682576,0.6474617,0.861961,0.24905835,-0.14481148,-0.7697227,-0.27730006,0.20921065,0.9528422,-0.2120166,0.47487706,-0.7735657,-0.66603696,0.21382658,-0.13698252,0.5651852,0.27143827,0.42102176,0.036023885,-0.53771234,-0.4637022,0.3882326,-0.12939051,0.7279184,-0.24418262,0.111623615,0.718897,0.73089117,0.16992024,-1.1352797,0.3021903,-0.12971911,0.11347253,-0.3889863,1.0226017,-0.4867167,0.016289536,-1.1702611,-0.44565788,0.6010891,-0.7488549,-0.4931284,1.0467178,0.020751202,0.20487872,-0.223382,0.18297116,0.16852288,-0.6512494,-0.46225667,0.3768732,0.11332098,0.25976864,0.15630692,-0.109464854,0.19740959,0.3780499,0.461905,-0.5487327,-0.5451192,0.3346746,-0.3597004,-0.083162814,0.155016,0.25123867,-0.1554985,-0.16126972,0.9364681,-0.39558846,-0.25907946,0.2773147,-0.2982737,-0.17651698,-0.25475532,-1.0066394,0.13362926,0.15850037,0.56892335,0.18611279,-0.2502224,0.36513713,0.29976985,0.3597453,-0.22336027,0.32312965,0.2203474,0.63174117,0.3365382,-0.033956468,0.4508209,0.063254066,0.5525504,-0.20456733,0.13744944,-0.1394723,-0.037135698,0.0050673415,0.27074438,0.0628266,0.2319023,-0.39104643,0.120384604,-0.5244873,-0.055301897
